name	type	county	state	county_code	population	num_new	num_old
Bartholomew County Jail	Local	Bartholomew County	IN	18005	174	1577	1576
Benton County Jail	Local	Benton County	IN	18007	21	1578	1577
Unlisted	Unlisted	Blackford County	IN	18009	1	1579	1578
Blackford County Jail	Local	Blackford County	IN	18009	91	1580	1579
Boone County Jail	Local	Boone County	IN	18011	137	1581	1580
Carroll County Jail	Local	Carroll County	IN	18015	39	1582	1581
Cass County Jail	Local	Cass County	IN	18017	177	1583	1582
Clark County Jail	Local	Clark County	IN	18019	381	1584	1583
Henryville Correctional Facility	State	Clark County	IN	18019	194	1585	1584
Unlisted	Unlisted	Clay County	IN	18021	15	1586	1585
Clay County Jail	Local	Clay County	IN	18021	76	1587	1586
Clinton County Jail	Local	Clinton County	IN	18023	180	1588	1587
Daviess County Jail	Local	Daviess County	IN	18027	191	1589	1588
Dearborn County Jail	Local	Dearborn County	IN	18029	248	1590	1589
Decatur County Jail	Local	Decatur County	IN	18031	58	1591	1590
De Kalb County Jail	Local	DeKalb County	IN	18033	76	1592	1591
Delaware County Justice Center	Local	Delaware County	IN	18035	297	1593	1592
Dubois County Jail	Local	Dubois County	IN	18037	160	1594	1593
Elkhart County Work Release	State	Elkhart County	IN	18039	303	1595	1594
Elkhart County corrections Complex	Local	Elkhart County	IN	18039	995	1596	1595
Floyd County Jail	Local	Floyd County	IN	18043	287	1597	1596
Fountain County Jail	Local	Fountain County	IN	18045	21	1598	1597
Fulton County Jail	Local	Fulton County	IN	18049	71	1599	1598
Gibson County Jail	Local	Gibson County	IN	18051	178	1600	1599
Grant County Security Complex	Local	Grant County	IN	18053	267	1601	1600
Greene County Workhouse	Local	Greene County	IN	18055	31	1602	1601
Greene County Jail	Local	Greene County	IN	18055	76	1603	1602
Hamilton County Jail	Local	Hamilton County	IN	18057	311	1604	1603
Hancock County Jail	Local	Hancock County	IN	18059	168	1605	1604
Harrison County Jail	Local	Harrison County	IN	18061	158	1606	1605
Plainfield Correctional Facility and Reception and Diagnostic Center	State	Hendricks County	IN	18063	2444	1607	1606
New Castle Correctional Facility	State	Henry County	IN	18065	2372	1608	1607
Henry County Jail	Local	Henry County	IN	18065	113	1609	1608
Henry County Jail	Local	Henry County	IN	18065	67	1610	1609
Howard County Jail	Local	Howard County	IN	18067	343	1611	1610
Huntington County Jail	Local	Huntington County	IN	18069	122	1612	1611
Jackson County Jail	Local	Jackson County	IN	18071	166	1613	1612
Jasper County Community Corrections	Local	Jasper County	IN	18073	19	1614	1613
Jasper County Jail	Local	Jasper County	IN	18073	76	1615	1614
Jay County Jail	Local	Jay County	IN	18075	45	1616	1615
Madison Correctional Facility	State	Jefferson County	IN	18077	591	1617	1616
Jefferson County Jail	Local	Jefferson County	IN	18077	80	1618	1617
Jennings County Jail	Local	Jennings County	IN	18079	130	1619	1618
Johnson County Jail	Local	Johnson County	IN	18081	240	1620	1619
Edinburgh Correctional Facility	State	Johnson County	IN	18081	319	1621	1620
Knox County Jail	Local	Knox County	IN	18083	75	1622	1621
Knox County Jail	Local	Knox County	IN	18083	220	1623	1622
Kosciusko County Jail	Local	Kosciusko County	IN	18085	223	1624	1623
Kosciusko Work Release Center	State	Kosciusko County	IN	18085	35	1625	1624
Unlisted	Unlisted	Lake County	IN	18089	6	1626	1625
Lake County Jail	Local	Lake County	IN	18089	1292	1627	1626
Lake County Community Corrections	Local	Lake County	IN	18089	124	1628	1627
Indiana State Prison	State	LaPorte County	IN	18091	819	1629	1628
Indiana State Prison	State	LaPorte County	IN	18091	1402	1630	1629
La Porte County Jail	Local	LaPorte County	IN	18091	340	1631	1630
Westville Correctional Facility	State	LaPorte County	IN	18091	3178	1632	1631
Pact-Bradley House	Private	LaPorte County	IN	18091	51	1633	1632
Lawrence County Jail	Local	Lawrence County	IN	18093	157	1634	1633
Madison County Jail	Local	Madison County	IN	18095	173	1635	1634
Pendleton Correctional Facility	State	Madison County	IN	18095	1889	1636	1635
Correctional Industrial Facility	State	Madison County	IN	18095	1462	1637	1636
Madison Correctional Facility	Local	Madison County	IN	18095	97	1638	1637
Madison County Community Justice Center	Local	Madison County	IN	18095	90	1639	1638
Indiana Women's Prison	State	Marion County	IN	18097	69	1640	1639
Unlisted	Unlisted	Marion County	IN	18097	172	1641	1640
Unlisted	Unlisted	Marion County	IN	18097	103	1642	1641
Marion County Courthouse	Local	Marion County	IN	18097	173	1643	1642
Marion County Jail	Local	Marion County	IN	18097	1023	1644	1643
Indianapolis Re-entry Educational Facility	State	Marion County	IN	18097	322	1645	1644
Marion County Community Corrections	Local	Marion County	IN	18097	160	1646	1645
Marion County Jail II	Local	Marion County	IN	18097	898	1647	1646
Unlisted	Unlisted	Marion County	IN	18097	5	1648	1647
Volunteers of America- Theodora House	Private	Marion County	IN	18097	103	1649	1648
Volunteers of America- Re-Entry Center	Private	Marion County	IN	18097	64	1650	1649
Indianapolis Men's Work Release Center	State	Marion County	IN	18097	124	1651	1650
Marshall County Jail	Local	Marshall County	IN	18099	99	1652	1651
Miami County Jail	Local	Miami County	IN	18103	88	1653	1652
Miami Correctional Facility	State	Miami County	IN	18103	3120	1654	1653
Monroe County Jail	Local	Monroe County	IN	18105	241	1655	1654
Unlisted	Unlisted	Monroe County	IN	18105	2	1656	1655
Montgomery County Jail	Local	Montgomery County	IN	18107	185	1657	1656
Morgan County Jail	Local	Morgan County	IN	18109	227	1658	1657
Newton County Jail	Local	Newton County	IN	18111	40	1659	1658
Noble County Jail	Local	Noble County	IN	18113	176	1660	1659
Chain O'Lakes Correctional Facility	State	Noble County	IN	18113	149	1661	1660
Orange County Jail	Local	Orange County	IN	18117	79	1662	1661
Owen County Jail	Local	Owen County	IN	18119	62	1663	1662
Park County Jail	Local	Parke County	IN	18121	87	1664	1663
Rockville Correctional Facility	State	Parke County	IN	18121	1299	1665	1664
Unlisted	Unlisted	Parke County	IN	18121	73	1666	1665
Branchville Correctional Facility	State	Perry County	IN	18123	1322	1667	1666
Perry County Jail	Local	Perry County	IN	18123	29	1668	1667
Pike County Law Enforcement Center	Local	Pike County	IN	18125	73	1669	1668
Porter County Jail	Local	Porter County	IN	18127	508	1670	1669
Posey County Jail	Local	Posey County	IN	18129	54	1671	1670
Pulaski County Jail	Local	Pulaski County	IN	18131	117	1672	1671
Putnam County Jail	Local	Putnam County	IN	18133	173	1673	1672
Putnamville Correctional Facility	State	Putnam County	IN	18133	2621	1674	1673
Randolph County Jail	Local	Randolph County	IN	18135	100	1675	1674
Ripley County Jail	Local	Ripley County	IN	18137	82	1676	1675
Rush County Jail	Local	Rush County	IN	18139	43	1677	1676
St. Joseph County	Local	St. Joseph County	IN	18141	592	1678	1677
South Bend Work Release Center	State	St. Joseph County	IN	18141	102	1679	1678
Unlisted	Unlisted	Scott County	IN	18143	8	1680	1679
Scott County Jail	Local	Scott County	IN	18143	91	1681	1680
Shelby County Jail	Local	Shelby County	IN	18145	214	1682	1681
Spencer County Jail	Local	Spencer County	IN	18147	60	1683	1682
Steuben County Jail	Local	Steuben County	IN	18151	114	1684	1683
Wabash Valley Correctional Facility	State	Sullivan County	IN	18153	2156	1685	1684
Switzerland County Jail	Local	Switzerland County	IN	18155	42	1686	1685
Tippecanoe County Jail	Local	Tippecanoe County	IN	18157	493	1687	1686
Tippecanoe Community Corrections	Local	Tippecanoe County	IN	18157	132	1688	1687
Tiptow County Jail	Local	Tipton County	IN	18159	35	1689	1688
Union County Jail	Local	Union County	IN	18161	18	1690	1689
Vanderburgh County Jail	Local	Vanderburgh County	IN	18163	691	1691	1690
Vigo County Jail	Local	Vigo County	IN	18167	309	1692	1691
Terre Haute FCI	Federal	Vigo County	IN	18167	1209	1693	1692
Terre Haute USP	Federal	Vigo County	IN	18167	2051	1694	1693
Wabash County Jail	Local	Wabash County	IN	18169	109	1695	1694
Warren County Jail	Local	Warren County	IN	18171	26	1696	1695
Warrick County Jail	Local	Warrick County	IN	18173	64	1697	1696
Washington County Jail	Local	Washington County	IN	18175	77	1698	1697
Wayne County Jail	Local	Wayne County	IN	18177	293	1699	1698
Unlisted	Unlisted	Wayne County	IN	18177	6	1700	1699
Wells County Jail	Local	Wells County	IN	18179	104	1701	1700
White County Jail	Local	White County	IN	18181	106	1702	1701
Unlisted	Unlisted	Whitley County	IN	18183	58	1703	1702
Whitley County Jail	Local	Whitley County	IN	18183	112	1704	1703
Unlisted	Unlisted	Adair County	IA	19001	1	1705	1704
Unlisted	Unlisted	Adams County	IA	19003	4	1706	1705
Unlisted	Unlisted	Allamakee County	IA	19005	5	1707	1706
Unlisted	Unlisted	Allamakee County	IA	19005	61	1708	1707
Unlisted	Unlisted	Appanoose County	IA	19007	15	1709	1708
Unlisted	Unlisted	Audubon County	IA	19009	3	1710	1709
Unlisted	Unlisted	Benton County	IA	19011	10	1711	1710
"Work Release Center, Residential Facility"	State	Black Hawk County	IA	19013	151	1712	1711
Unlisted	Unlisted	Boone County	IA	19015	8	1713	1712
Unlisted	Unlisted	Bremer County	IA	19017	26	1714	1713
Unlisted	Unlisted	Buchanan County	IA	19019	4	1715	1714
Unlisted	Unlisted	Buena Vista County	IA	19021	20	1716	1715
Unlisted	Unlisted	Butler County	IA	19023	6	1717	1716
Unlisted	Unlisted	Carroll County	IA	19027	11	1718	1717
Unlisted	Unlisted	Cass County	IA	19029	14	1719	1718
Unlisted	Unlisted	Cedar County	IA	19031	23	1720	1719
Beje Clark Residential Center	State	Cerro Gordo County	IA	19033	47	1721	1720
Unlisted	Unlisted	Cerro Gordo County	IA	19033	45	1722	1721
Unlisted	Unlisted	Cherokee County	IA	19035	6	1723	1722
Unlisted	Unlisted	Clarke County	IA	19039	16	1724	1723
Unlisted	Unlisted	Clay County	IA	19041	12	1725	1724
Unlisted	Unlisted	Clayton County	IA	19043	9	1726	1725
Unlisted	Unlisted	Clinton County	IA	19045	32	1727	1726
Unlisted	Unlisted	Crawford County	IA	19047	9	1728	1727
Unlisted	Unlisted	Dallas County	IA	19049	33	1729	1728
Unlisted	Unlisted	Decatur County	IA	19053	1	1730	1729
Residential Facility	State	Des Moines County	IA	19057	63	1731	1730
Unlisted	Unlisted	Des Moines County	IA	19057	69	1732	1731
Unlisted	Unlisted	Dickinson County	IA	19059	10	1733	1732
Dubuque Residential Facility	State	Dubuque County	IA	19061	89	1734	1733
Unlisted	Unlisted	Dubuque County	IA	19061	159	1735	1734
Unlisted	Unlisted	Emmet County	IA	19063	7	1736	1735
West Union Residential Facility	State	Fayette County	IA	19065	45	1737	1736
Unlisted	Unlisted	Fayette County	IA	19065	26	1738	1737
Unlisted	Unlisted	Fremont County	IA	19071	7	1739	1738
Unlisted	Unlisted	Greene County	IA	19073	3	1740	1739
Unlisted	Unlisted	Guthrie County	IA	19077	7	1741	1740
Unlisted	Unlisted	Hamilton County	IA	19079	13	1742	1741
Unlisted	Unlisted	Hancock County	IA	19081	3	1743	1742
Unlisted	Unlisted	Hardin County	IA	19083	62	1744	1743
Unlisted	Unlisted	Harrison County	IA	19085	7	1745	1744
Henry County Jail	Local	Henry County	IA	19087	6	1746	1745
Mt. Pleasant Correctional Facility	State	Henry County	IA	19087	906	1747	1746
Unlisted	Unlisted	Howard County	IA	19089	9	1748	1747
Unlisted	Unlisted	Humboldt County	IA	19091	1	1749	1748
Unlisted	Unlisted	Iowa County	IA	19095	31	1750	1749
Unlisted	Unlisted	Jackson County	IA	19097	5	1751	1750
Newton Correctional Facility	State	Jasper County	IA	19099	1155	1752	1751
Unlisted	Unlisted	Jasper County	IA	19099	42	1753	1752
Unlisted	Unlisted	Jefferson County	IA	19101	9	1754	1753
Iowa Medical and Classification Center	State	Johnson County	IA	19103	928	1755	1754
Hope House Residential Facility	State	Johnson County	IA	19103	53	1756	1755
Johnson County Jail	Local	Johnson County	IA	19103	72	1757	1756
Anamosa State Penitentiary	State	Jones County	IA	19105	1043	1758	1757
Unlisted	Unlisted	Jones County	IA	19105	7	1759	1758
Unlisted	Unlisted	Keokuk County	IA	19107	2	1760	1759
Unlisted	Unlisted	Kossuth County	IA	19109	12	1761	1760
Iowa State Penitentiary	State	Lee County	IA	19111	1002	1762	1761
Unlisted	Unlisted	Lee County	IA	19111	26	1763	1762
Unlisted	Unlisted	Lee County	IA	19111	53	1764	1763
Unlisted	Unlisted	Linn County	IA	19113	311	1765	1764
Larry A. Nelson Center and Gerald R.Hinzman Residential Center	State	Linn County	IA	19113	171	1766	1765
Unlisted	Unlisted	Louisa County	IA	19115	3	1767	1766
Unlisted	Unlisted	Lyon County	IA	19119	17	1768	1767
Unlisted	Unlisted	Madison County	IA	19121	8	1769	1768
Unlisted	Unlisted	Mahaska County	IA	19123	16	1770	1769
Unlisted	Unlisted	Marion County	IA	19125	24	1771	1770
Unlisted	Unlisted	Marshall County	IA	19127	141	1772	1771
Marshalltown Residential Center	State	Marshall County	IA	19127	50	1773	1772
Unlisted	Unlisted	Mills County	IA	19129	8	1774	1773
Unlisted	Unlisted	Mills County	IA	19129	300	1775	1774
Unlisted	Unlisted	Mitchell County	IA	19131	21	1776	1775
Unlisted	Unlisted	Monona County	IA	19133	3	1777	1776
Unlisted	Unlisted	Monroe County	IA	19135	4	1778	1777
Unlisted	Unlisted	Muscatine County	IA	19139	30	1779	1778
Unlisted	Unlisted	Muscatine County	IA	19139	82	1780	1779
Unlisted	Unlisted	O'Brien County	IA	19141	29	1781	1780
Unlisted	Unlisted	Osceola County	IA	19143	4	1782	1781
Page County Jail	Local	Page County	IA	19145	8	1783	1782
Unlisted	Unlisted	Page County	IA	19145	53	1784	1783
Clarinda Correctional Facility	State	Page County	IA	19145	975	1785	1784
Unlisted	Unlisted	Palo Alto County	IA	19147	4	1786	1785
Unlisted	Unlisted	Pocahontas County	IA	19151	5	1787	1786
Unlisted	Unlisted	Polk County	IA	19153	58	1788	1787
Fort Des Moines Correctional Facility and Polk County Work Release Center	State	Polk County	IA	19153	31	1789	1788
Fort Des Moines Correctional Facility and Polk County Work Release Center	State	Polk County	IA	19153	188	1790	1789
Unlisted	Unlisted	Polk County	IA	19153	14	1791	1790
Unlisted	Unlisted	Polk County	IA	19153	22	1792	1791
Unlisted	Unlisted	Polk County	IA	19153	1017	1793	1792
Iowa Correctional Institution for Women	State	Polk County	IA	19153	549	1794	1793
Unlisted	Unlisted	Pottawattamie County	IA	19155	17	1795	1794
Residential Correctional Facility	State	Pottawattamie County	IA	19155	71	1796	1795
Unlisted	Unlisted	Pottawattamie County	IA	19155	71	1797	1796
Unlisted	Unlisted	Pottawattamie County	IA	19155	203	1798	1797
Unlisted	Unlisted	Poweshiek County	IA	19157	9	1799	1798
Unlisted	Unlisted	Ringgold County	IA	19159	1	1800	1799
Unlisted	Unlisted	Sac County	IA	19161	7	1801	1800
Work Release Center	State	Scott County	IA	19163	78	1802	1801
Unlisted	Unlisted	Scott County	IA	19163	272	1803	1802
Residential Facility	State	Scott County	IA	19163	60	1804	1803
Unlisted	Unlisted	Shelby County	IA	19165	7	1805	1804
Residential Treatment Center	State	Sioux County	IA	19167	29	1806	1805
Unlisted	Unlisted	Sioux County	IA	19167	31	1807	1806
Curt Forbes Residential Center	State	Story County	IA	19169	42	1808	1807
Unlisted	Unlisted	Story County	IA	19169	89	1809	1808
Unlisted	Unlisted	Tama County	IA	19171	14	1810	1809
Unlisted	Unlisted	Taylor County	IA	19173	4	1811	1810
Unlisted	Unlisted	Union County	IA	19175	9	1812	1811
Unlisted	Unlisted	Van Buren County	IA	19177	1	1813	1812
Community Based Residential Treatment Center	State	Wapello County	IA	19179	57	1814	1813
Unlisted	Unlisted	Wapello County	IA	19179	49	1815	1814
Unlisted	Unlisted	Warren County	IA	19181	17	1816	1815
Unlisted	Unlisted	Washington County	IA	19183	26	1817	1816
Unlisted	Unlisted	Wayne County	IA	19185	10	1818	1817
Unlisted	Unlisted	Webster County	IA	19187	32	1819	1818
Unlisted	Unlisted	Webster County	IA	19187	59	1820	1819
Fort Dodge Correctional Facility	State	Webster County	IA	19187	1158	1821	1820
Unlisted	Unlisted	Winnebago County	IA	19189	6	1822	1821
Unlisted	Unlisted	Winneshiek County	IA	19191	13	1823	1822
Unlisted	Unlisted	Woodbury County	IA	19193	5	1824	1823
Unlisted	Unlisted	Woodbury County	IA	19193	146	1825	1824
Residential Correctional Facility	State	Woodbury County	IA	19193	52	1826	1825
Unlisted	Unlisted	Worth County	IA	19195	5	1827	1826
Unlisted	Unlisted	Wright County	IA	19197	9	1828	1827
Allen County Jail	Local	Allen County	KS	20001	30	1829	1828
Anderson County Jail	Local	Anderson County	KS	20003	19	1830	1829
Atchison County Jail	Local	Atchison County	KS	20005	36	1831	1830
Barton County Jail	Local	Barton County	KS	20009	65	1832	1831
S.E. Kansas Regional Correctional Center	Local	Bourbon County	KS	20011	42	1833	1832
Brown County Jail	Local	Brown County	KS	20013	14	1834	1833
El Dorado Correctional Facility	State	Butler County	KS	20015	1267	1835	1834
Unlisted	Unlisted	Butler County	KS	20015	112	1836	1835
Chase County Jail	Local	Chase County	KS	20017	106	1837	1836
Unlisted	Unlisted	Clay County	KS	20027	3	1838	1837
Unlisted	Unlisted	Clay County	KS	20027	14	1839	1838
Cloud County Jail	Local	Cloud County	KS	20029	14	1840	1839
Coffey County Jail	Local	Coffey County	KS	20031	6	1841	1840
Winfield Correctional Facility	State	Cowley County	KS	20035	247	1842	1841
