Name,Near Location,State,FIPS,Type of Facility,Listed Capacity,Max Capacity
Bond County Jail,Bond County,Illinois,17005,Local,1843,5935
FCI Greenville,Bond County,Illinois,17005,Federal,404,2673
Federal Correctional Institution - Bond County,Bond County,Illinois,17005,Federal,1992,2561
Boone County Jail,Boone County,Illinois,17007,Local,2127,3273
Western Illinois Men's Correctional Center,Brown County,Illinois,17009,State,104,411
Western Illinois Women's Correctional Center,Brown County,Illinois,17009,State,986,3115
Bureau County Jail,Bureau County,Illinois,17011,Local,1288,6402
Calhoun County Jail,Calhoun County,Illinois,17013,Unlisted,2127,3664
Carroll County Jail,Carroll County,Illinois,17015,Local,579,4079
Thomson Prison,Carroll County,Illinois,17015,State,266,5554
United States Penitentiary - Carroll County,Carroll County,Illinois,17015,Federal,2747,3222
Champaign County Correctional Center,Champaign County,Illinois,17019,Local,2236,65
Champaign County Jail,Champaign County,Illinois,17019,Local,1624,832
Unlisted - Champaign County,Champaign County,Illinois,17019,Unlisted,2040,2756
Christian County Jail,Christian County,Illinois,17021,Local,1620,2860
Taylorville Correctional Center,Christian County,Illinois,17021,State,244,6884
Clark County Jail,Clark County,Illinois,17023,Local,1534,2002
Clay County Jail,Clay County,Illinois,17025,Local,2560,5832
Centralia Correctional Center,Clinton County,Illinois,17027,State,618,6508
Clinton County Jail,Clinton County,Illinois,17027,Local,1411,5878
Coles County Jail,Coles County,Illinois,17029,Local,66,3656
Chicago Maximum Security Center,Cook County,Illinois,17031,Federal,267,3277
Cook County Jail,Cook County,Illinois,17031,Local,2114,5556
Crossroads Adult Transition Center,Cook County,Illinois,17031,State,1023,3735
Crossroads Adult Transitional Center,Cook County,Illinois,17031,Private,1707,5783
Metropolitan Correctional Center,Cook County,Illinois,17031,Federal,1965,5885
North Lawndale Adult Transition Center,Cook County,Illinois,17031,State,1387,847
North Lawndale ATC,Cook County,Illinois,17031,Private,611,5762
Unlisted - Cook County I,Cook County,Illinois,17031,Unlisted,684,3613
Unlisted - Cook County II,Cook County,Illinois,17031,Unlisted,856,1614
West Side Adult Transitional Center,Cook County,Illinois,17031,State,2719,298
Crawford County Jail,Crawford County,Illinois,17033,Local,2244,6966
Robinson Correctional Center,Crawford County,Illinois,17033,State,1932,3090
Cumberland County Jail,Cumberland County,Illinois,17035,Local,2741,1007
De Kalb County Jail,DeKalb County,Illinois,17037,Local,522,645
Dewitt County Jail,De Witt County,Illinois,17039,Local,386,4629
Douglas County Jail,Douglas County,Illinois,17041,Local,2440,6273
Du Page County Jail,DuPage County,Illinois,17043,Local,951,6953
Unlisted - DuPage County,DuPage County,Illinois,17043,Unlisted,1991,3666
Edgar County Jail,Edgar County,Illinois,17045,Local,1689,6703
Effingham County Jail,Effingham County,Illinois,17049,Local,161,6299
Fayette County Jail,Fayette County,Illinois,17051,Local,2754,6200
Vandalia Correctional Center,Fayette County,Illinois,17051,State,2612,6028
Ford County Correctional Facility,Ford County,Illinois,17053,Local,2190,247
Franklin County Jail,Franklin County,Illinois,17055,Local,2413,1083
Fulton County Jail,Fulton County,Illinois,17057,Local,1262,6686
Illinois River Correctional Center,Fulton County,Illinois,17057,State,439,4583
Greene County Jail,Greene County,Illinois,17061,Local,1799,1489
Greene County Work Camp,Greene County,Illinois,17061,County,248,4940
Grundy County Jail,Grundy County,Illinois,17063,Local,752,2693
Hancock County Jail,Hancock County,Illinois,17067,Local,1709,5751
Henry County Jail,Henry County,Illinois,17073,Local,994,2186
Illinois Youth Center Kewanee,Henry County,Illinois,17073,State,1970,3865
Iroquois County Jail,Iroquois County,Illinois,17075,Local,1090,605
Jackson County Jail,Jackson County,Illinois,17077,Local,799,1761
Southern Illinois Adult Transitional Center,Jackson County,Illinois,17077,State,2079,4379
Jasper County Jail,Jasper County,Illinois,17079,Local,366,5523
Big Muddy River Correctional Center,Jefferson County,Illinois,17081,State,2090,5578
Jefferson County Justice Center,Jefferson County,Illinois,17081,Local,49,905
Jersey County Jail,Jersey County,Illinois,17083,Local,1379,6427
Joe Daviess County Jail,Jo Daviess County,Illinois,17085,Local,830,3318
Shawnee Correctional Center,Johnson County,Illinois,17087,State,748,1133
Vienna Correctional Center,Johnson County,Illinois,17087,State,81,4092
Fox Valley Adult Transition Center,Kane County,Illinois,17089,State,1764,1637
Fox Valley ATC,Kane County,Illinois,17089,State,1830,3052
Kane County Jail,Kane County,Illinois,17089,Local,894,3790
Unlisted - Kane County,Kane County,Illinois,17089,Unlisted,2661,5717
Jerome Combs Detention Center,Kankakee County,Illinois,17091,Local,2633,2229
Kankakee County Jail,Kankakee County,Illinois,17091,Local,2671,6944
Kankakee Minimum Security,Kankakee County,Illinois,17091,State,2237,5057
Kendall County Jail,Kendall County,Illinois,17093,Local,237,1117
Hill Correctional Center,Knox County,Illinois,17095,State,867,4192
Knox County Jail,Knox County,Illinois,17095,Local,2770,609
Lake County Jail,Lake County,Illinois,17097,Local,1554,4486
Naval Pre-Trial Confinement Facility,Lake County,Illinois,17097,Military,1467,366
LaSalle County Jail,LaSalle County,Illinois,17099,Local,1669,6198
Sheridan Correctional Center,LaSalle County,Illinois,17099,State,777,3519
Lawrence Correctional Center,Lawrence County,Illinois,17101,State,313,696
Dixon Correctional Center,Lee County,Illinois,17103,State,1161,4661
Lee County Jail,Lee County,Illinois,17103,Local,307,233
Dwight Correctional Center,Livingston County,Illinois,17105,State,557,3732
Livingston County Jail,Livingston County,Illinois,17105,Local,2592,848
Pontiac Correctional Center,Livingston County,Illinois,17105,State,2129,628
Pontiac Medium Security Unit,Livingston County,Illinois,17105,State,976,1527
Unlisted - Livingston County,Livingston County,Illinois,17105,Unlisted,2339,1323
Logan Correctional Annex,Logan County,Illinois,17107,State,709,6493
Lincoln Correctional Center,Logan County,Illinois,17107,State,27,5609
Logan Correctional Center,Logan County,Illinois,17107,State,819,4937
Logan County Jail Safety Complex,Logan County,Illinois,17107,Local,1561,6938
McHenry County Adult Corrections Facility,McHenry County,Illinois,17111,Local,325,4593
Mchenry County Correctional Facility,Woodstock,Illinois,17111,State,1145,5356
McLean County Detention Facility,McLean County,Illinois,17113,Local,1200,6367
Decatur Correctional Annex,Macon County,Illinois,17115,State,468,346
Decatur Correctional Center,Macon County,Illinois,17115,State,837,6878
Macon County Jail,Macon County,Illinois,17115,Local,1112,1340
Macoupin County Jail,Macoupin County,Illinois,17117,Local,1736,1547
Unlisted - Madison County,Madison County,Illinois,17119,Unlisted,245,1928
Marion County Jail,Marion County,Illinois,17121,Local,2478,3177
Marshall County Jail,Marshall County,Illinois,17123,Local,2438,2964
Mason County Jail,Mason County,Illinois,17125,Local,1384,5571
Menard County Jail,Menard County,Illinois,17129,Local,1974,3143
Mercer County Jail,Mercer County,Illinois,17131,Local,1116,3180
Graham Correctional Center,Montgomery County,Illinois,17135,State,852,2074
Montgomery County Jail,Montgomery County,Illinois,17135,Local,2497,1314
Jacksonville Correctional Center,Morgan County,Illinois,17137,State,642,2578
Morgan County Jail,Morgan County,Illinois,17137,Local,2606,1865
Moultrie County Jail,Moultrie County,Illinois,17139,Local,1934,1714
Ogle County Jail,Ogle County,Illinois,17141,Local,310,3740
Peoria Adult Transition Center,Peoria County,Illinois,17143,State,2528,1743
Peoria Youth Transitional Center,Peoria County,Illinois,17143,State,351,2273
Peoria County Jail,Peoria County,Illinois,17143,Local,1393,1578
DuQuoin Impact Incarceration Program,Perry County,Illinois,17145,State,2010,6451
Perry County Jail,Perry County,Illinois,17145,Local,1000,3673
Pinckneyville Women's Correctional Center,Perry County,Illinois,17145,State,573,133
Pinckneyville Men's Correctional Center,Perry County,Illinois,17145,State,2222,6734
Pike County Jail,Pike County,Illinois,17149,Local,608,3022
Pittsfield Correctional Center,Pike County,Illinois,17149,State,1721,1401
Pittsfield Work Camp,Pike County,Illinois,17149,State,1868,2974
Dixon Springs Incarceration Unit,Pulaski County,Illinois,17151,State,669,3460
Dixon Springs Impact Incarceration Program,Pulaski County,Illinois,17151,State,2331,4533
Pulaski County Jail,Pulaski County,Illinois,17153,State,1762,5034
Tri-Co Detention Justice Center,Pulaski County,Illinois,17153,Private,1255,4403
Putnam County Jail,Putnam County,Illinois,17155,Local,1493,1613
Menard Correctional Center,Randolph County,Illinois,17157,State,919,701
Menard Medium Security Unit,Randolph County,Illinois,17157,State,1786,3158
Richland County Jail,Richland County,Illinois,17159,Local,1990,2155
East Moline Correctional Center,Rock Island County,Illinois,17161,State,462,165
East Moline Work Camps 1 and 2,Rock Island County,Illinois,17161,State,1312,4643
Rock Island County Jail,Rock Island County,Illinois,17161,Local,1356,1460
Unlisted - Rock Island County,Rock Island County,Illinois,17161,Unlisted,804,5738
Southwestern Illinois Correctional Center,St. Clair County,Illinois,17163,State,673,2020
Southwestern Illinois Work Camp,St. Clair County,Illinois,17163,State,1404,6193
St. Clair County Jail,St. Clair County,Illinois,17163,Local,2402,3578
Unlisted - St. Clair County,St. Clair County,Illinois,17163,Unlisted,2520,3894
Saline County Detention Center,Saline County,Illinois,17165,Local,2365,6704
Sangamon County Jail,Sangamon County,Illinois,17167,Local,2102,5797
Springfield Work Camp,Sangamon County,Illinois,17167,State,210,2301
Schuyler County Jail,Schuyler County,Illinois,17169,Local,772,3387
Shelby County Jail,Shelby County,Illinois,17173,Local,2038,976
Stark County Sheriff's Detention Center,Stark County,Illinois,17175,Local,804,5641
Stephenson County Jail,Stephenson County,Illinois,17177,Local,991,1685
Pekin Federal Immigrant Detainment Center,Tazewell County,Illinois,17179,Federal,794,6607
Danville Correctional Center,Vermilion County,Illinois,17183,State,650,6752
Vermilion County Jail,Vermilion County,Illinois,17183,Local,1680,345
Warren County Jail,Warren County,Illinois,17187,Local,2689,2942
Washington County Jail,Washington County,Illinois,17189,Local,975,3858
Wayne County Jail,Wayne County,Illinois,17191,Local,153,4517
White County Jail,White County,Illinois,17193,Local,415,4714
Whiteside County Jail,Whiteside County,Illinois,17195,Local,1292,1155
Northern Reception and Classification ,Will County,Illinois,17197,State,1749,1222
Stateville Correctional Center,Will County,Illinois,17197,State,1891,3837
Stateville Maximum Security Unit,Will County,Illinois,17197,State,1403,1491
Stateville Minimum Security Unit,Will County,Illinois,17197,State,2645,4321
Will County Adult Detention Facility,Will County,Illinois,17197,Local,989,1176
United States Penitentiary ,Williamson County,Illinois,17199,Federal,54,5470
USP Marion,Williamson County,Illinois,17199,Federal,2719,2447
Williamson County Jail,Williamson County,Illinois,17199,Local,196,6467
Winnebago County Jail,Winnebago County,Illinois,17201,Local,699,2211
Woodford County Jail,Woodford County,Illinois,17203,Local,1385,3843
Adams County Jail,Adams County,Indiana,18001,Local,1429,3425
Allen County Jail,Allen County,Indiana,18003,State,1105,370
Allen County Work Release,Allen County,Indiana,18003,Local,2157,6556
Unlisted - Allen County I,Allen County,Indiana,18003,Unlisted,2760,2928
Unlisted - Allen County II,Allen County,Indiana,18003,Unlisted,1156,1141
Bartholomew County Jail,Bartholomew County,Indiana,18005,Local,1895,994
Benton County Jail,Benton County,Indiana,18007,Local,819,5272
Blackford County Jail,Blackford County,Indiana,18009,Local,2173,6478
Unlisted - Blackford County,Blackford County,Indiana,18009,Unlisted,86,5095
Boone County Jail,Boone County,Indiana,18011,Local,1288,143
Carroll County Jail,Carroll County,Indiana,18015,Local,2103,5012
Cass County Jail,Cass County,Indiana,18017,Local,585,5608
Clark County Jail,Clark County,Indiana,18019,Local,2257,652
Henryville Correctional Facility,Clark County,Indiana,18019,State,983,6043
Clay County Jail,Clay County,Indiana,18021,State,1130,6306
Unlisted - Clay County,Clay County,Indiana,18021,Unlisted,1697,951
Clinton County Jail,Clinton County,Indiana,18023,Local,1508,4662
Daviess County Jail,Daviess County,Indiana,18027,Local,1468,1591
Dearborn County Jail,Dearborn County,Indiana,18029,Local,1846,5373
Decatur County Jail,Decatur County,Indiana,18031,Local,2219,1273
De Kalb County Jail,DeKalb County,Indiana,18033,Local,819,6081
Delaware County Justice Center,Delaware County,Indiana,18035,Local,1986,3733
Dubois County Jail,Dubois County,Indiana,18037,Local,1064,5362
Elkhart County Youth Corrections Complex,Elkhart County,Indiana,18039,Local,1634,5154
Elkhart County Work Release,Elkhart County,Indiana,18039,State,418,4724
Floyd County Jail,Floyd County,Indiana,18043,Local,2776,548
Fountain County Jail,Fountain County,Indiana,18045,Local,959,2079
Fulton County Jail,Fulton County,Indiana,18049,Local,2093,156
Gibson County Jail,Gibson County,Indiana,18051,Local,2322,295
Grant County Security Complex,Grant County,Indiana,18053,Local,258,707
Greene County Jail,Greene County,Indiana,18055,Local,922,6745
Greene County Workhouse,Greene County,Indiana,18055,Local,2122,3619
Hamilton County Jail,Hamilton County,Indiana,18057,Local,767,1137
Hancock County Jail,Hancock County,Indiana,18059,Local,710,5537
Harrison County Jail,Harrison County,Indiana,18061,Local,209,5958
Heritage Trail Correctional Facility ,Hendricks County,Indiana,18063,State,959,5667
Plainfield Correctional Facility ,Hendricks County,Indiana,18063,State,1572,6233
Plainfield Correctional Facility and Reception and Diagnostic Center,Hendricks County,Indiana,18063,State,1499,1341
Reception Diagnostic Center ,Hendricks County,Indiana,18063,State,268,6298
Henry County Jail,Henry County,Indiana,18065,Local,1634,5800
New Castle Correctional Facility,Henry County,Indiana,18065,State,2587,3886
Howard County Jail,Howard County,Indiana,18067,Local,1393,6331
Huntington County Jail,Huntington County,Indiana,18069,Local,1320,5314
Jackson County Jail,Jackson County,Indiana,18071,Local,32,2596
Jasper County Community Corrections,Jasper County,Indiana,18073,Local,1593,5280
Jasper County Jail,Jasper County,Indiana,18073,Local,1708,1351
Jay County Jail,Jay County,Indiana,18075,Local,1740,765
Jefferson County Jail,Jefferson County,Indiana,18077,Local,1378,3914
Madison Correctional Facility - Jefferson County,Jefferson County,Indiana,18077,State,1019,2547
Jennings County Jail,Jennings County,Indiana,18079,Local,987,6432
Edinburgh Men's Correctional Facility,Johnson County,Indiana,18081,State,1740,6645
Edinburgh Women's Correctional Facility,Johnson County,Indiana,18081,State,2129,1362
Johnson County Jail,Johnson County,Indiana,18081,Local,1356,2730
Knox County Jail,Knox County,Indiana,18083,Local,1627,4227
