state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
Kentucky,21143,Lyon County,3100,1092,4228,73.32%,25.83%,GOP,99.15%
Kentucky,21145,McCracken County,21820,11195,33549,65.04%,33.37%,GOP,98.41%
Kentucky,21147,McCreary County,5664,725,6438,87.98%,11.26%,GOP,99.24%
Kentucky,21149,McLean County,3633,1074,4782,75.97%,22.46%,GOP,98.43%
Kentucky,21151,Madison County,27356,15581,43957,62.23%,35.45%,GOP,97.68%
Kentucky,21153,Magoffin County,4174,1214,5447,76.63%,22.29%,GOP,98.92%
Kentucky,21155,Marion County,6113,2722,8928,68.47%,30.49%,GOP,98.96%
Kentucky,21157,Marshall County,13297,4071,17603,75.54%,23.13%,GOP,98.67%
Kentucky,21159,Martin County,3496,403,3936,88.82%,10.24%,GOP,99.06%
Kentucky,21161,Mason County,5477,2362,7958,68.82%,29.68%,GOP,98.50%
Kentucky,21163,Meade County,10185,3632,14113,72.17%,25.74%,GOP,97.90%
Kentucky,21165,Menifee County,2311,750,3102,74.50%,24.18%,GOP,98.68%
Kentucky,21167,Mercer County,8506,3033,11735,72.48%,25.85%,GOP,98.33%
Kentucky,21169,Metcalfe County,3959,975,5012,78.99%,19.45%,GOP,98.44%
Kentucky,21171,Monroe County,4628,657,5330,86.83%,12.33%,GOP,99.16%
Kentucky,21173,Montgomery County,8993,3630,12842,70.03%,28.27%,GOP,98.29%
Kentucky,21175,Morgan County,4301,1175,5544,77.58%,21.19%,GOP,98.77%
Kentucky,21177,Muhlenberg County,10497,3545,14235,73.74%,24.90%,GOP,98.64%
Kentucky,21179,Nelson County,15703,7188,23256,67.52%,30.91%,GOP,98.43%
Kentucky,21181,Nicholas County,2408,955,3396,70.91%,28.12%,GOP,99.03%
Kentucky,21183,Ohio County,8582,2404,11129,77.11%,21.60%,GOP,98.72%
Kentucky,21185,Oldham County,22654,14505,37976,59.65%,38.20%,GOP,97.85%
Kentucky,21187,Owen County,4292,1098,5458,78.64%,20.12%,GOP,98.75%
Kentucky,21189,Owsley County,1671,216,1896,88.13%,11.39%,GOP,99.53%
Kentucky,21191,Pendleton County,5515,1322,6925,79.64%,19.09%,GOP,98.73%
Kentucky,21193,Perry County,8129,2356,10626,76.50%,22.17%,GOP,98.67%
Kentucky,21195,Pike County,20284,4866,25395,79.87%,19.16%,GOP,99.04%
Kentucky,21197,Powell County,4041,1367,5505,73.41%,24.83%,GOP,98.24%
Kentucky,21199,Pulaski County,25442,5666,31557,80.62%,17.95%,GOP,98.58%
Kentucky,21201,Robertson County,884,253,1146,77.14%,22.08%,GOP,99.21%
Kentucky,21203,Rockcastle County,6577,1134,7784,84.49%,14.57%,GOP,99.06%
Kentucky,21205,Rowan County,5994,3880,10065,59.55%,38.55%,GOP,98.10%
Kentucky,21207,Russell County,7519,1331,8955,83.96%,14.86%,GOP,98.83%
Kentucky,21209,Scott County,17767,10567,28969,61.33%,36.48%,GOP,97.81%
Kentucky,21211,Shelby County,15055,8077,23550,63.93%,34.30%,GOP,98.23%
Kentucky,21213,Simpson County,5888,2681,8732,67.43%,30.70%,GOP,98.13%
Kentucky,21215,Spencer County,8737,2530,11433,76.42%,22.13%,GOP,98.55%
Kentucky,21217,Taylor County,9376,2963,12517,74.91%,23.67%,GOP,98.58%
Kentucky,21219,Todd County,4062,1205,5363,75.74%,22.47%,GOP,98.21%
Kentucky,21221,Trigg County,5487,1791,7376,74.39%,24.28%,GOP,98.67%
Kentucky,21223,Trimble County,3227,1012,4320,74.70%,23.43%,GOP,98.13%
Kentucky,21225,Union County,4965,1529,6577,75.49%,23.25%,GOP,98.74%
Kentucky,21227,Warren County,31791,22479,55401,57.38%,40.58%,GOP,97.96%
Kentucky,21229,Washington County,4482,1644,6225,72.00%,26.41%,GOP,98.41%
Kentucky,21231,Wayne County,7430,1700,9240,80.41%,18.40%,GOP,98.81%
Kentucky,21233,Webster County,4506,1412,5993,75.19%,23.56%,GOP,98.75%
Kentucky,21235,Whitley County,12567,2552,15356,81.84%,16.62%,GOP,98.46%
Kentucky,21237,Wolfe County,2097,839,2979,70.39%,28.16%,GOP,98.56%
Kentucky,21239,Woodford County,8362,6530,15211,54.97%,42.93%,GOP,97.90%
Louisiana,22001,Acadia Parish,22596,5443,28425,79.49%,19.15%,GOP,98.64%
Louisiana,22003,Allen Parish,7574,2108,9810,77.21%,21.49%,GOP,98.70%
Louisiana,22005,Ascension Parish,40687,20399,62325,65.28%,32.73%,GOP,98.01%
Louisiana,22007,Assumption Parish,7271,3833,11235,64.72%,34.12%,GOP,98.83%
Louisiana,22009,Avoyelles Parish,12028,4979,17292,69.56%,28.79%,GOP,98.35%
Louisiana,22011,Beauregard Parish,13575,2542,16357,82.99%,15.54%,GOP,98.53%
Louisiana,22013,Bienville Parish,3891,3067,7050,55.19%,43.50%,GOP,98.70%
Louisiana,22015,Bossier Parish,38074,15662,54655,69.66%,28.66%,GOP,98.32%
Louisiana,22017,Caddo Parish,48021,55110,104912,45.77%,52.53%,DEM,98.30%
Louisiana,22019,Calcasieu Parish,55066,25982,82663,66.62%,31.43%,GOP,98.05%
Louisiana,22021,Caldwell Parish,3976,745,4762,83.49%,15.64%,GOP,99.14%
Louisiana,22023,Cameron Parish,3671,324,4039,90.89%,8.02%,GOP,98.91%
Louisiana,22025,Catahoula Parish,3541,1269,4858,72.89%,26.12%,GOP,99.01%
Louisiana,22027,Claiborne Parish,3770,2731,6580,57.29%,41.50%,GOP,98.80%
Louisiana,22029,Concordia Parish,5550,3177,8828,62.87%,35.99%,GOP,98.86%
Louisiana,22031,De Soto Parish,9112,5457,14736,61.83%,37.03%,GOP,98.87%
Louisiana,22033,East Baton Rouge Parish,88420,115577,208182,42.47%,55.52%,DEM,97.99%
Louisiana,22035,East Carroll Parish,1080,1900,3036,35.57%,62.58%,DEM,98.16%
Louisiana,22037,East Feliciana Parish,6064,4280,10509,57.70%,40.73%,GOP,98.43%
Louisiana,22039,Evangeline Parish,11053,4158,15412,71.72%,26.98%,GOP,98.70%
Louisiana,22041,Franklin Parish,6970,2658,9720,71.71%,27.35%,GOP,99.05%
Louisiana,22043,Grant Parish,8117,1157,9392,86.42%,12.32%,GOP,98.74%
Louisiana,22045,Iberia Parish,21251,11027,32713,64.96%,33.71%,GOP,98.67%
Louisiana,22047,Iberville Parish,7893,8514,16719,47.21%,50.92%,DEM,98.13%
Louisiana,22049,Jackson Parish,5394,2143,7632,70.68%,28.08%,GOP,98.76%
Louisiana,22051,Jefferson Parish,105949,84477,193733,54.69%,43.60%,GOP,98.29%
Louisiana,22053,Jefferson Davis Parish,11423,3208,14841,76.97%,21.62%,GOP,98.59%
Louisiana,22055,Lafayette Parish,72519,39685,114521,63.32%,34.65%,GOP,97.98%
Louisiana,22057,Lafourche Parish,36024,8672,45388,79.37%,19.11%,GOP,98.48%
Louisiana,22059,LaSalle Parish,6378,638,7077,90.12%,9.02%,GOP,99.14%
Louisiana,22061,Lincoln Parish,11311,7559,19275,58.68%,39.22%,GOP,97.90%
Louisiana,22063,Livingston Parish,54877,9249,65230,84.13%,14.18%,GOP,98.31%
Louisiana,22065,Madison Parish,1930,2654,4670,41.33%,56.83%,DEM,98.16%
Louisiana,22067,Morehouse Parish,6510,4946,11574,56.25%,42.73%,GOP,98.98%
Louisiana,22069,Natchitoches Parish,9358,6896,16554,56.53%,41.66%,GOP,98.19%
Louisiana,22071,Orleans Parish,26664,147854,177819,15.00%,83.15%,DEM,98.14%
Louisiana,22073,Ouachita Parish,42255,25913,69166,61.09%,37.46%,GOP,98.56%
Louisiana,22075,Plaquemines Parish,7412,3414,11014,67.30%,31.00%,GOP,98.29%
Louisiana,22077,Pointe Coupee Parish,7503,4683,12371,60.65%,37.85%,GOP,98.50%
Louisiana,22079,Rapides Parish,38347,19475,58865,65.14%,33.08%,GOP,98.23%
Louisiana,22081,Red River Parish,2413,1644,4132,58.40%,39.79%,GOP,98.18%
Louisiana,22083,Richland Parish,6607,3225,9940,66.47%,32.44%,GOP,98.91%
Louisiana,22085,Sabine Parish,8776,1731,10596,82.82%,16.34%,GOP,99.16%
Louisiana,22087,St. Bernard Parish,11179,6151,17650,63.34%,34.85%,GOP,98.19%
Louisiana,22089,St. Charles Parish,18233,9800,28517,63.94%,34.37%,GOP,98.30%
Louisiana,22091,St. Helena Parish,2714,3346,6158,44.07%,54.34%,DEM,98.41%
Louisiana,22093,St. James Parish,5954,6510,12590,47.29%,51.71%,DEM,99.00%
Louisiana,22095,St. John the Baptist Parish,7538,13582,21432,35.17%,63.37%,DEM,98.54%
Louisiana,22097,St. Landry Parish,23171,17372,41154,56.30%,42.21%,GOP,98.52%
Louisiana,22099,St. Martin Parish,18203,8439,27038,67.32%,31.21%,GOP,98.54%
Louisiana,22101,St. Mary Parish,14811,8055,23186,63.88%,34.74%,GOP,98.62%
Louisiana,22103,St. Tammany Parish,99666,37746,140110,71.13%,26.94%,GOP,98.07%
Louisiana,22105,Tangipahoa Parish,37806,18887,57661,65.57%,32.76%,GOP,98.32%
Louisiana,22107,Tensas Parish,1197,1329,2554,46.87%,52.04%,DEM,98.90%
Louisiana,22109,Terrebonne Parish,34339,11198,46240,74.26%,24.22%,GOP,98.48%
Louisiana,22111,Union Parish,8407,2654,11201,75.06%,23.69%,GOP,98.75%
Louisiana,22113,Vermilion Parish,21930,5009,27324,80.26%,18.33%,GOP,98.59%
Louisiana,22115,Vernon Parish,14107,2898,17268,81.69%,16.78%,GOP,98.48%
Louisiana,22117,Washington Parish,13307,5970,19513,68.20%,30.59%,GOP,98.79%
Louisiana,22119,Webster Parish,11830,6172,18216,64.94%,33.88%,GOP,98.83%
Louisiana,22121,West Baton Rouge Parish,7684,6200,14097,54.51%,43.98%,GOP,98.49%
Louisiana,22123,West Carroll Parish,4317,710,5052,85.45%,14.05%,GOP,99.51%
Louisiana,22125,West Feliciana Parish,3863,2298,6268,61.63%,36.66%,GOP,98.29%
Louisiana,22127,Winn Parish,4619,1543,6225,74.20%,24.79%,GOP,98.99%
Maine,23001,Androscoggin County,29268,27617,58796,49.78%,46.97%,GOP,96.75%
Maine,23003,Aroostook County,22071,14884,37807,58.38%,39.37%,GOP,97.75%
Maine,23005,Cumberland County,59584,128759,194180,30.68%,66.31%,DEM,96.99%
Maine,23007,Franklin County,8737,8038,17433,50.12%,46.11%,GOP,96.23%
Maine,23009,Hancock County,14975,19363,35380,42.33%,54.73%,DEM,97.05%
Maine,23011,Kennebec County,34721,34902,71899,48.29%,48.54%,GOP,96.83%
Maine,23013,Knox County,9982,15110,25734,38.79%,58.72%,DEM,97.51%
Maine,23015,Lincoln County,10256,12684,23617,43.43%,53.71%,DEM,97.13%
Maine,23017,Oxford County,17539,14603,33205,52.82%,43.98%,GOP,96.80%
Maine,23019,Penobscot County,44477,37563,84948,52.36%,44.22%,GOP,96.58%
Maine,23021,Piscataquis County,6143,3517,9918,61.94%,35.46%,GOP,97.40%
Maine,23023,Sagadahoc County,9755,13528,24038,40.58%,56.28%,DEM,96.86%
Maine,23025,Somerset County,16471,10136,27367,60.19%,37.04%,GOP,97.22%
Maine,23027,Waldo County,11477,12632,24956,45.99%,50.62%,DEM,96.61%
Maine,23029,Washington County,10173,6752,17332,58.69%,38.96%,GOP,97.65%
Maine,23031,York County,54817,71189,129818,42.23%,54.84%,DEM,97.06%
Maryland,24001,Allegany County,20886,9158,30511,68.45%,30.02%,GOP,98.47%
Maryland,24003,Anne Arundel County,127821,172823,306924,41.65%,56.31%,DEM,97.95%
Maryland,24005,Baltimore County,146202,258409,411906,35.49%,62.73%,DEM,98.23%
Maryland,24009,Calvert County,25346,22587,48832,51.90%,46.25%,GOP,98.16%
Maryland,24011,Caroline County,10283,5095,15729,65.38%,32.39%,GOP,97.77%
Maryland,24013,Carroll County,60218,36456,99408,60.58%,36.67%,GOP,97.25%
Maryland,24015,Cecil County,29439,16809,47273,62.27%,35.56%,GOP,97.83%
Maryland,24017,Charles County,25579,62171,89063,28.72%,69.81%,DEM,98.53%
Maryland,24019,Dorchester County,8764,6857,15934,55.00%,43.03%,GOP,98.04%
Maryland,24021,Frederick County,63682,77675,144568,44.05%,53.73%,DEM,97.78%
Maryland,24023,Garrett County,12002,3281,15579,77.04%,21.06%,GOP,98.10%
Maryland,24025,Harford County,80930,63095,147221,54.97%,42.86%,GOP,97.83%
Maryland,24027,Howard County,48390,129433,181324,26.69%,71.38%,DEM,98.07%
Maryland,24029,Kent County,5195,5329,10740,48.37%,49.62%,GOP,97.99%
Maryland,24031,Montgomery County,101222,419569,529569,19.11%,79.23%,DEM,98.34%
Maryland,24033,Prince George's County,37090,379208,422851,8.77%,89.68%,DEM,98.45%
Maryland,24035,Queen Anne's County,18741,10709,30079,62.31%,35.60%,GOP,97.91%
Maryland,24037,St. Mary's County,30826,23138,55339,55.70%,41.81%,GOP,97.52%
Maryland,24039,Somerset County,5739,4241,10117,56.73%,41.92%,GOP,98.65%
Maryland,24041,Talbot County,10946,11062,22400,48.87%,49.38%,GOP,98.25%
Maryland,24043,Washington County,40224,26044,67510,59.58%,38.58%,GOP,98.16%
Maryland,24045,Wicomico County,22944,22054,45975,49.91%,47.97%,GOP,97.87%
Maryland,24047,Worcester County,18571,12560,31567,58.83%,39.79%,GOP,98.62%
Maryland,24510,Baltimore city,25374,207260,236189,10.74%,87.75%,DEM,98.49%
Massachusetts,25001,Barnstable County,55311,91994,150335,36.79%,61.19%,DEM,97.98%
Massachusetts,25003,Berkshire County,18064,51705,71375,25.31%,72.44%,DEM,97.75%
Massachusetts,25005,Bristol County,119872,153377,279279,42.92%,54.92%,DEM,97.84%
Massachusetts,25007,Dukes County,2631,9914,12798,20.56%,77.47%,DEM,98.02%
Massachusetts,25009,Essex County,144837,267198,421210,34.39%,63.44%,DEM,97.82%
Massachusetts,25011,Franklin County,11201,30030,42459,26.38%,70.73%,DEM,97.11%
Massachusetts,25013,Hampden County,87318,125948,218177,40.02%,57.73%,DEM,97.75%
Massachusetts,25015,Hampshire County,22281,63362,87852,25.36%,72.12%,DEM,97.49%
Massachusetts,25017,Middlesex County,226956,617196,863628,26.28%,71.47%,DEM,97.74%
Massachusetts,25019,Nantucket County,1914,5241,7306,26.20%,71.74%,DEM,97.93%
Massachusetts,25021,Norfolk County,125294,273312,407756,30.73%,67.03%,DEM,97.76%
Massachusetts,25023,Plymouth County,121227,173630,301812,40.17%,57.53%,DEM,97.70%
Massachusetts,25025,Suffolk County,58613,270522,335462,17.47%,80.64%,DEM,98.11%
Massachusetts,25027,Worcester County,171683,248773,432024,39.74%,57.58%,DEM,97.32%
Michigan,26001,Alcona County,4848,2142,7063,68.64%,30.33%,GOP,98.97%
Michigan,26003,Alger County,3014,2053,5135,58.70%,39.98%,GOP,98.68%
Michigan,26005,Allegan County,41392,24449,67195,61.60%,36.39%,GOP,97.98%
Michigan,26007,Alpena County,10686,6000,16966,62.98%,35.36%,GOP,98.35%
Michigan,26009,Antrim County,9748,5960,15969,61.04%,37.32%,GOP,98.37%
Michigan,26011,Arenac County,5928,2774,8831,67.13%,31.41%,GOP,98.54%
Michigan,26013,Baraga County,2512,1478,4036,62.24%,36.62%,GOP,98.86%
Michigan,26015,Barry County,23471,11797,35905,65.37%,32.86%,GOP,98.23%
Michigan,26017,Bay County,33125,26151,60253,54.98%,43.40%,GOP,98.38%
Michigan,26019,Benzie County,6601,5480,12260,53.84%,44.70%,GOP,98.54%
Michigan,26021,Berrien County,43519,37438,82379,52.83%,45.45%,GOP,98.27%
Michigan,26023,Branch County,14064,6159,20536,68.48%,29.99%,GOP,98.48%
Michigan,26025,Calhoun County,36221,28877,66276,54.65%,43.57%,GOP,98.22%
Michigan,26027,Cass County,16699,9130,26242,63.63%,34.79%,GOP,98.43%
Michigan,26029,Charlevoix County,9841,6939,17000,57.89%,40.82%,GOP,98.71%
Michigan,26031,Cheboygan County,10186,5437,15868,64.19%,34.26%,GOP,98.46%
Michigan,26033,Chippewa County,10681,6648,17671,60.44%,37.62%,GOP,98.06%
Michigan,26035,Clare County,10861,5199,16281,66.71%,31.93%,GOP,98.64%
Michigan,26037,Clinton County,25098,21968,47910,52.39%,45.85%,GOP,98.24%
Michigan,26039,Crawford County,5087,2672,7861,64.71%,33.99%,GOP,98.70%
Michigan,26041,Delta County,13207,7606,21156,62.43%,35.95%,GOP,98.38%
Michigan,26043,Dickinson County,9617,4744,14589,65.92%,32.52%,GOP,98.44%
Michigan,26045,Eaton County,31798,31299,64454,49.33%,48.56%,GOP,97.89%
Michigan,26047,Emmet County,12135,9662,22176,54.72%,43.57%,GOP,98.29%
Michigan,26049,Genesee County,98714,119390,221781,44.51%,53.83%,DEM,98.34%
Michigan,26051,Gladwin County,9893,4524,14603,67.75%,30.98%,GOP,98.73%
Michigan,26053,Gogebic County,4600,3570,8276,55.58%,43.14%,GOP,98.72%
Michigan,26055,Grand Traverse County,30502,28683,60227,50.65%,47.62%,GOP,98.27%
Michigan,26057,Gratiot County,12102,6693,19148,63.20%,34.95%,GOP,98.16%
Michigan,26059,Hillsdale County,17037,5883,23288,73.16%,25.26%,GOP,98.42%
Michigan,26061,Houghton County,10378,7750,18533,56.00%,41.82%,GOP,97.81%
Michigan,26063,Huron County,12731,5490,18452,69.00%,29.75%,GOP,98.75%
Michigan,26065,Ingham County,47639,94212,144788,32.90%,65.07%,DEM,97.97%
Michigan,26067,Ionia County,20657,10901,32205,64.14%,33.85%,GOP,97.99%
Michigan,26069,Iosco County,9759,5373,15387,63.42%,34.92%,GOP,98.34%
Michigan,26071,Iron County,4216,2493,6795,62.05%,36.69%,GOP,98.73%
Michigan,26073,Isabella County,14815,14072,29409,50.38%,47.85%,GOP,98.23%
Michigan,26075,Jackson County,47372,31995,81014,58.47%,39.49%,GOP,97.97%
Michigan,26077,Kalamazoo County,56823,83686,143376,39.63%,58.37%,DEM,98.00%
Michigan,26079,Kalkaska County,7436,3002,10630,69.95%,28.24%,GOP,98.19%
Michigan,26081,Kent County,165741,187915,360839,45.93%,52.08%,DEM,98.01%
Michigan,26083,Keweenaw County,862,672,1557,55.36%,43.16%,GOP,98.52%
Michigan,26085,Lake County,3946,2288,6332,62.32%,36.13%,GOP,98.45%
Michigan,26087,Lapeer County,35482,16367,52640,67.41%,31.09%,GOP,98.50%
Michigan,26089,Leelanau County,7916,8795,16933,46.75%,51.94%,DEM,98.69%
Michigan,26091,Lenawee County,31541,20918,53452,59.01%,39.13%,GOP,98.14%
Michigan,26093,Livingston County,76982,48220,127166,60.54%,37.92%,GOP,98.46%
Michigan,26095,Luce County,2109,842,3001,70.28%,28.06%,GOP,98.33%
Michigan,26097,Mackinac County,4304,2632,7015,61.35%,37.52%,GOP,98.87%
Michigan,26099,Macomb County,263863,223952,494219,53.39%,45.31%,GOP,98.70%
Michigan,26101,Manistee County,8321,6107,14654,56.78%,41.67%,GOP,98.46%
Michigan,26103,Marquette County,16286,20465,37458,43.48%,54.63%,DEM,98.11%
Michigan,26105,Mason County,10207,6802,17249,59.17%,39.43%,GOP,98.61%
Michigan,26107,Mecosta County,13267,7375,21081,62.93%,34.98%,GOP,97.92%
Michigan,26109,Menominee County,8117,4316,12621,64.31%,34.20%,GOP,98.51%
Michigan,26111,Midland County,27675,20493,49175,56.28%,41.67%,GOP,97.95%
Michigan,26113,Missaukee County,6648,1967,8755,75.93%,22.47%,GOP,98.40%
Michigan,26115,Monroe County,52710,32975,87148,60.48%,37.84%,GOP,98.32%
Michigan,26117,Montcalm County,21815,9703,32086,67.99%,30.24%,GOP,98.23%
Michigan,26119,Montmorency County,4171,1628,5863,71.14%,27.77%,GOP,98.91%
Michigan,26121,Muskegon County,45133,45643,92435,48.83%,49.38%,GOP,98.21%
Michigan,26123,Newaygo County,18857,7873,27156,69.44%,28.99%,GOP,98.43%
Michigan,26125,Oakland County,325971,434148,771991,42.22%,56.24%,DEM,98.46%
Michigan,26127,Oceana County,8892,4944,14080,63.15%,35.11%,GOP,98.27%
Michigan,26129,Ogemaw County,8253,3475,11907,69.31%,29.18%,GOP,98.50%
Michigan,26131,Ontonagon County,2358,1391,3810,61.89%,36.51%,GOP,98.40%
Michigan,26133,Osceola County,8928,3214,12340,72.35%,26.05%,GOP,98.40%
Michigan,26135,Oscoda County,3466,1342,4874,71.11%,27.53%,GOP,98.65%
Michigan,26137,Otsego County,9779,4743,14756,66.27%,32.14%,GOP,98.41%
Michigan,26139,Ottawa County,100913,64705,168627,59.84%,38.37%,GOP,98.22%
Michigan,26141,Presque Isle County,5342,2911,8355,63.94%,34.84%,GOP,98.78%
Michigan,26143,Roscommon County,9670,5166,15018,64.39%,34.40%,GOP,98.79%
Michigan,26145,Saginaw County,50785,51088,103347,49.14%,49.43%,GOP,98.57%
Michigan,26147,St. Clair County,59185,31363,92063,64.29%,34.07%,GOP,98.35%
Michigan,26149,St. Joseph County,18127,9262,27981,64.78%,33.10%,GOP,97.88%
Michigan,26151,Sanilac County,16194,5966,22446,72.15%,26.58%,GOP,98.73%
Michigan,26153,Schoolcraft County,3090,1589,4745,65.12%,33.49%,GOP,98.61%
Michigan,26155,Shiawassee County,23149,15347,39220,59.02%,39.13%,GOP,98.15%
Michigan,26157,Tuscola County,20297,8712,29479,68.85%,29.55%,GOP,98.41%
Michigan,26159,Van Buren County,21591,16803,39063,55.27%,43.02%,GOP,98.29%
Michigan,26161,Washtenaw County,56241,157136,216931,25.93%,72.44%,DEM,98.36%
Michigan,26163,Wayne County,264553,597170,874018,30.27%,68.32%,DEM,98.59%
Michigan,26165,Wexford County,12102,5838,18292,66.16%,31.92%,GOP,98.08%
Minnesota,27001,Aitkin County,6258,3607,10025,62.42%,35.98%,GOP,98.40%
Minnesota,27003,Anoka County,104902,100893,211132,49.69%,47.79%,GOP,97.47%
Minnesota,27005,Becker County,12438,6589,19401,64.11%,33.96%,GOP,98.07%
Minnesota,27007,Beltrami County,12188,11426,24189,50.39%,47.24%,GOP,97.62%
Minnesota,27009,Benton County,14382,7280,22260,64.61%,32.70%,GOP,97.31%
Minnesota,27011,Big Stone County,1863,1053,2974,62.64%,35.41%,GOP,98.05%
Minnesota,27013,Blue Earth County,16731,18330,36051,46.41%,50.84%,DEM,97.25%
Minnesota,27015,Brown County,9552,4753,14635,65.27%,32.48%,GOP,97.75%
Minnesota,27017,Carlton County,9791,10098,20369,48.07%,49.58%,GOP,97.64%
Minnesota,27019,Carver County,34009,30774,66361,51.25%,46.37%,GOP,97.62%
Minnesota,27021,Cass County,11620,6342,18289,63.54%,34.68%,GOP,98.21%
Minnesota,27023,Chippewa County,4250,2226,6611,64.29%,33.67%,GOP,97.96%
Minnesota,27025,Chisago County,21916,11806,34570,63.40%,34.15%,GOP,97.55%
Minnesota,27027,Clay County,15043,16357,32239,46.66%,50.74%,DEM,97.40%
Minnesota,27029,Clearwater County,3372,1260,4708,71.62%,26.76%,GOP,98.39%
Minnesota,27031,Cook County,1203,2496,3806,31.61%,65.58%,DEM,97.19%
Minnesota,27033,Cottonwood County,4165,1834,6107,68.20%,30.03%,GOP,98.23%
Minnesota,27035,Crow Wing County,25676,13726,40173,63.91%,34.17%,GOP,98.08%
Minnesota,27037,Dakota County,109638,146155,262259,41.81%,55.73%,DEM,97.53%
Minnesota,27039,Dodge County,7783,4079,12187,63.86%,33.47%,GOP,97.33%
Minnesota,27041,Douglas County,15799,7868,24165,65.38%,32.56%,GOP,97.94%
Minnesota,27043,Faribault County,5191,2531,7914,65.59%,31.98%,GOP,97.57%
Minnesota,27045,Fillmore County,7301,4551,12141,60.14%,37.48%,GOP,97.62%
Minnesota,27047,Freeborn County,9578,6889,16818,56.95%,40.96%,GOP,97.91%
Minnesota,27049,Goodhue County,16052,11806,28636,56.06%,41.23%,GOP,97.28%
Minnesota,27051,Grant County,2269,1300,3654,62.10%,35.58%,GOP,97.67%
Minnesota,27053,Hennepin County,205973,532623,755969,27.25%,70.46%,DEM,97.70%
Minnesota,27055,Houston County,6334,4853,11440,55.37%,42.42%,GOP,97.79%
Minnesota,27057,Hubbard County,8202,4462,12965,63.26%,34.42%,GOP,97.68%
Minnesota,27059,Isanti County,16491,7138,24235,68.05%,29.45%,GOP,97.50%
Minnesota,27061,Itasca County,15239,10786,26561,57.37%,40.61%,GOP,97.98%
Minnesota,27063,Jackson County,3948,1745,5819,67.85%,29.99%,GOP,97.83%
Minnesota,27065,Kanabec County,6278,2774,9242,67.93%,30.02%,GOP,97.94%
Minnesota,27067,Kandiyohi County,14437,8440,23367,61.78%,36.12%,GOP,97.90%
Minnesota,27069,Kittson County,1546,1006,2639,58.58%,38.12%,GOP,96.70%
Minnesota,27071,Koochiching County,4131,2659,6922,59.68%,38.41%,GOP,98.09%
Minnesota,27073,Lac qui Parle County,2528,1446,4040,62.57%,35.79%,GOP,98.37%
Minnesota,27075,Lake County,3393,3647,7202,47.11%,50.64%,DEM,97.75%
Minnesota,27077,Lake of the Woods County,1704,671,2408,70.76%,27.87%,GOP,98.63%
Minnesota,27079,Le Sueur County,10775,5672,16818,64.07%,33.73%,GOP,97.79%
Minnesota,27081,Lincoln County,2121,937,3115,68.09%,30.08%,GOP,98.17%
Minnesota,27083,Lyon County,7979,4634,12893,61.89%,35.94%,GOP,97.83%
Minnesota,27085,McLeod County,13986,6413,20933,66.81%,30.64%,GOP,97.45%
Minnesota,27087,Mahnomen County,1142,1112,2304,49.57%,48.26%,GOP,97.83%
Minnesota,27089,Marshall County,3721,1295,5113,72.78%,25.33%,GOP,98.10%
Minnesota,27091,Martin County,7480,3305,11009,67.94%,30.02%,GOP,97.97%
Minnesota,27093,Meeker County,9359,3867,13529,69.18%,28.58%,GOP,97.76%
Minnesota,27095,Mille Lacs County,9952,4404,14689,67.75%,29.98%,GOP,97.73%
